1,TIT,votes,1,0,0,0,0,0,0,0
1,TIT,zscore,nan,nan,nan,nan,nan,nan,0,0
1,PIC,votes,1,0,0,0,0,0,0,0
1,PIC,zscore,nan,nan,nan,nan,nan,nan,0,0
1,MPC,votes,1,0,0,0,0,0,0,0
1,MPC,zscore,nan,nan,nan,nan,nan,nan,0,0
1,MPO,votes,1,0,0,0,0,0,0,0
1,MPO,zscore,nan,nan,nan,nan,nan,nan,0,0
1,FAC,votes,1,0,0,0,0,0,0,0
1,FAC,zscore,nan,nan,nan,nan,nan,nan,0,0
1,COS,votes,1,0,0,0,0,0,0,0
1,COS,zscore,nan,nan,nan,nan,nan,nan,0,0
1,LOC,votes,1,0,0,0,0,0,0,0
1,LOC,zscore,nan,nan,nan,nan,nan,nan,0,0
1,OBJ,votes,1,0,0,0,0,0,0,0
1,OBJ,zscore,nan,nan,nan,nan,nan,nan,0,0
1,ROM,votes,1,0,0,0,0,0,0,0
1,ROM,zscore,nan,nan,nan,nan,nan,nan,0,0
1,SUR,votes,1,0,0,0,0,0,0,0
1,SUR,zscore,nan,nan,nan,nan,nan,nan,0,0
1,FCT,votes,1,0,0,0,0,0,0,0
1,FCT,zscore,nan,nan,nan,nan,nan,nan,0,0
1,FSD,votes,1,0,0,0,0,0,0,0
1,FSD,zscore,nan,nan,nan,nan,nan,nan,0,0
1,COM,votes,1,0,0,0,0,0,0,0
1,COM,zscore,nan,nan,nan,nan,nan,nan,0,0
